Player,From,To,Years,Pos,Ht,Height,Wt,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,BLK Champ,STL Champ,TRB Champ,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team
Charles Johnson,1973,1979,7,G,6-0,6.0,170.0,521,8.1,2.5,1.9,42.9,27.9,75.6,44.1,12.5,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheese Johnson,1980,1980,1,G-F,6-6,6.5,195.0,9,3.0,1.6,0.2,40.0,28.6,60.0,40.0,9.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Johnson,2011,2013,3,C,6-11,6.916666666666667,210.0,71,2.9,1.9,0.2,56.2,14.2,69.9,56.2,14.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Johnson,2013,2016,4,G-F,6-6,6.5,206.0,147,4.4,2.0,0.6,39.2,30.7,83.5,48.0,9.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Johnson,1982,1984,3,G,6-4,6.333333333333333,175.0,80,2.8,1.2,0.6,41.0,33.3,72.4,41.2,9.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clemon Johnson,1979,1988,10,F-C,6-10,6.833333333333333,240.0,761,5.4,4.6,1.0,49.2,0.0,62.1,49.2,12.7,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dakari Johnson,2018,2018,1,C,7-0,7.0,255.0,31,1.8,1.1,0.3,56.4,14.2,55.0,56.4,16.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darryl Johnson,1996,1996,1,G,6-1,6.083333333333333,170.0,11,1.1,0.2,0.1,41.7,0.0,100.0,41.7,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Johnson,1993,1994,2,G-F,6-7,6.583333333333333,210.0,59,3.5,1.1,0.3,36.5,20.0,66.3,37.2,7.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Johnson,2022,2022,1,G,6-5,6.416666666666667,210.0,2,0.0,0.0,0.0,0.0,0.0,73.7,0.0,-20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeMarco Johnson,2000,2000,1,F,6-9,6.75,245.0,5,1.2,1.4,0.0,33.3,23.4,67.6,33.3,0.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Johnson*,1977,1990,14,G,6-4,6.333333333333333,185.0,1100,14.1,3.9,5.0,44.5,17.2,79.7,44.8,14.6,82.6,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
DerMarr Johnson,2001,2008,8,F,6-9,6.75,201.0,344,6.2,2.2,0.9,41.1,33.6,78.9,48.5,11.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Johnson,1969,1971,3,C,6-8,6.666666666666667,205.0,166,12.3,10.2,1.1,47.4,33.3,55.4,47.4,14.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Johnson,1978,1987,10,G,6-2,6.166666666666667,180.0,675,15.1,2.3,5.1,47.6,32.6,79.1,48.2,16.0,41.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Johnson,1982,1999,18,G-F,6-7,6.583333333333333,215.0,1199,16.0,4.0,2.1,47.2,33.5,84.0,48.9,15.9,65.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Johnson,1990,1990,1,G,6-2,6.166666666666667,205.0,48,1.1,0.6,1.3,23.8,16.7,76.5,24.4,4.6,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ervin Johnson,1994,2006,13,C,6-11,6.916666666666667,245.0,845,4.1,6.1,0.5,50.5,20.0,60.5,50.6,12.2,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Johnson,1982,1994,13,G,6-1,6.083333333333333,185.0,596,8.3,1.7,4.2,43.9,21.8,76.0,44.5,12.7,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Johnson,1971,1974,4,C,6-11,6.916666666666667,245.0,136,3.7,5.0,0.6,44.9,14.2,53.9,44.9,8.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Johnson,1973,1986,14,F-C,6-11,6.916666666666667,205.0,904,4.8,6.5,1.0,45.1,50.0,69.4,45.1,12.4,33.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
George Johnson,1979,1986,8,F-C,6-7,6.583333333333333,210.0,464,9.1,5.6,1.8,46.3,18.9,77.9,46.5,14.0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gus Johnson*,1964,1973,10,F-C,6-6,6.5,230.0,631,16.2,12.1,2.5,44.0,19.0,70.0,44.0,16.7,36.9,5,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harold Johnson,1947,1947,1,C,6-6,6.5,240.0,27,0.6,4.1,0.4,20.0,14.2,50.0,45.9,11.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Johnson,2012,2013,2,F,6-8,6.666666666666667,230.0,125,6.5,3.9,0.6,51.7,15.8,66.2,51.9,15.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaJuan Johnson,2012,2012,1,F,6-10,6.833333333333333,221.0,36,3.2,1.6,0.2,44.6,23.4,66.7,44.6,11.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Johnson,2022,2022,1,F,6-9,6.75,220.0,22,2.4,1.2,0.1,53.7,23.1,71.4,57.3,11.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Johnson,2010,2022,13,F,6-7,6.583333333333333,240.0,747,7.7,3.6,2.1,47.4,30.2,67.9,51.4,14.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Johnson,2002,2022,21,G-F,6-7,6.583333333333333,240.0,1277,16.0,4.0,3.9,44.1,37.1,80.2,49.7,15.4,82.9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Johnson,1971,1982,12,F,6-7,6.583333333333333,200.0,869,12.9,5.5,3.8,44.6,0.0,77.9,44.6,14.1,37.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kannard Johnson,1988,1988,1,F,6-9,6.75,220.0,4,0.5,0.0,0.0,33.3,23.4,67.6,33.3,-4.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keldon Johnson,2020,2022,3,G,6-5,6.416666666666667,220.0,161,14.4,5.8,1.8,47.8,38.5,75.3,54.2,14.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Johnson,1986,1986,1,F,6-8,6.666666666666667,240.0,64,4.1,3.8,0.3,52.8,23.4,43.5,52.8,9.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Johnson,2003,2003,1,F-C,6-11,6.916666666666667,240.0,16,2.0,2.0,0.0,40.5,17.7,33.3,40.5,6.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keon Johnson,2022,2022,1,G,6-5,6.416666666666667,186.0,37,7.2,2.2,2.1,35.3,34.0,80.4,41.5,8.7,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Johnson,1988,2000,13,G,6-1,6.083333333333333,180.0,735,17.9,3.3,9.1,49.3,30.5,84.1,50.1,20.7,92.8,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Larry Johnson,1978,1978,1,G,6-3,6.25,205.0,4,1.5,1.3,1.8,23.1,27.9,0.0,44.1,8.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Johnson,1992,2001,10,F,6-6,6.5,250.0,707,16.2,7.5,3.3,48.4,33.2,76.6,50.5,16.3,69.7,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lee Johnson,1981,1981,1,F,6-11,6.916666666666667,205.0,12,1.4,1.8,0.1,28.0,23.4,60.0,28.0,0.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linton Johnson,2004,2009,6,F,6-8,6.666666666666667,205.0,151,3.9,3.3,0.4,41.6,30.5,69.9,44.4,10.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Magic Johnson*,1980,1996,17,G-F,6-9,6.75,215.0,906,19.5,7.2,11.2,52.0,30.3,84.8,53.3,24.1,155.8,12,10,0,1,0,0,2,0,4,0,0,0,0,0,2,0,3,3,5,1,0
Marques Johnson,1978,1990,13,G-F,6-7,6.583333333333333,218.0,691,20.1,7.0,3.6,51.8,15.2,73.9,51.9,20.1,79.8,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Johnson,1975,1986,12,F,6-10,6.833333333333333,190.0,904,14.1,7.2,3.0,44.9,16.5,80.0,45.0,16.9,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Johnson,1967,1973,7,F-C,6-7,6.583333333333333,220.0,380,6.9,5.3,1.7,47.9,16.7,67.3,47.9,14.0,12.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Johnson,2015,2015,1,G,6-3,6.25,202.0,28,2.6,1.4,0.4,34.7,23.8,68.0,38.0,4.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollie Johnson,1973,1982,10,F,6-6,6.5,200.0,690,7.7,3.3,1.8,49.6,15.0,82.7,49.6,12.8,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Johnson,2018,2018,1,F,6-9,6.75,220.0,4,5.5,2.8,1.8,42.9,33.3,67.6,52.4,10.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Johnson,2013,2016,4,G,6-5,6.416666666666667,220.0,103,3.2,1.7,0.7,35.8,31.1,72.7,43.0,8.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Johnson,1950,1953,4,G,5-11,5.916666666666667,170.0,204,8.4,3.6,2.8,32.7,27.9,74.0,44.1,8.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Johnson,1981,1984,4,F-C,6-9,6.75,205.0,305,8.4,4.1,0.9,50.5,14.3,71.6,50.5,12.5,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rich Johnson,1969,1971,3,C,6-7,6.583333333333333,210.0,135,5.0,3.1,0.4,46.1,14.2,63.3,46.1,11.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ron Johnson,1961,1961,1,F,6-8,6.666666666666667,215.0,14,2.6,2.1,0.1,30.2,23.4,64.7,45.3,7.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Johnson,2016,2022,7,F,6-6,6.5,242.0,419,6.3,3.1,1.5,38.4,30.0,75.4,44.8,8.9,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steffond Johnson,1987,1987,1,F,6-8,6.666666666666667,240.0,29,2.6,1.5,0.2,42.2,0.0,52.6,42.2,4.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Johnson,1982,1991,10,F-C,6-10,6.833333333333333,235.0,626,11.7,5.5,1.2,57.2,0.0,63.4,57.2,15.3,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stew Johnson,1968,1976,9,F-C,6-8,6.666666666666667,220.0,647,16.3,6.6,1.5,42.3,30.8,78.8,43.5,15.0,11.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Johnson,2009,2012,4,G,6-5,6.416666666666667,218.0,23,2.6,0.9,0.7,38.5,33.3,94.7,39.4,8.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Johnson,2015,2022,8,G,6-3,6.25,186.0,354,9.8,3.0,2.3,42.6,36.0,77.9,50.1,13.0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinnie Johnson,1980,1992,13,G,6-2,6.166666666666667,200.0,984,12.0,3.2,3.3,46.4,25.4,74.0,46.8,15.2,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Wesley Johnson,2011,2019,9,G-F,6-7,6.583333333333333,215.0,609,7.0,3.2,1.1,40.4,33.7,74.1,48.1,10.0,10.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Johnson-Odom,2013,2014,2,G,6-2,6.166666666666667,215.0,7,0.0,0.9,0.3,0.0,0.0,0.0,0.0,-18.4,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Johnston,1990,1990,1,F,6-8,6.666666666666667,210.0,21,2.2,1.1,0.0,37.5,25.0,69.2,38.5,14.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Johnston*,1952,1959,8,C,6-8,6.666666666666667,210.0,516,19.4,11.3,2.5,44.4,14.2,76.8,45.9,24.9,92.0,6,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0
Jim Johnstone,1983,1983,1,F-C,6-11,6.916666666666667,245.0,23,1.3,2.0,0.5,36.7,17.7,45.0,36.7,4.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Jokić,2016,2022,7,F-C,6-11,6.916666666666667,284.0,527,19.7,10.4,6.2,54.2,34.5,83.0,57.9,27.1,79.6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Howie Jolliff,1961,1963,3,F-C,6-7,6.583333333333333,218.0,138,2.8,4.2,0.8,36.7,17.7,52.7,48.4,7.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Jones,2002,2002,1,C,6-11,6.916666666666667,265.0,23,1.1,1.6,0.1,40.0,14.2,50.0,40.0,6.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Jones,1987,1990,4,G-F,6-6,6.5,195.0,164,3.6,1.3,0.7,39.3,30.6,74.0,40.6,9.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Askia Jones,1995,1995,1,G,6-5,6.416666666666667,200.0,11,4.1,1.0,1.5,34.1,16.7,81.3,36.4,8.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Jones,1989,1989,1,F,6-7,6.583333333333333,175.0,37,3.5,1.3,0.5,49.0,0.0,67.4,49.0,13.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby Jones*,1975,1986,12,F,6-9,6.75,210.0,941,12.1,6.1,2.7,56.0,0.0,76.6,56.0,18.2,94.1,5,0,1,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bobby Jones,2007,2008,2,F,6-7,6.583333333333333,215.0,91,3.2,1.6,0.5,44.2,30.6,68.5,48.3,9.7,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldwell Jones,1974,1990,17,F-C,6-11,6.916666666666667,217.0,1299,7.9,8.2,1.4,47.4,12.3,75.6,47.5,12.1,66.2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlik Jones,2022,2022,1,G,6-1,6.083333333333333,185.0,5,0.8,0.6,1.0,11.1,0.0,100.0,11.1,-1.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Jones,1984,1998,15,F-C,6-9,6.75,215.0,726,2.5,4.5,0.9,48.0,0.0,61.8,48.0,9.2,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Charles Jones,1985,1989,5,F,6-8,6.666666666666667,215.0,201,5.0,3.8,1.0,49.3,11.1,61.1,49.4,12.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Jones,1999,2000,2,G,6-3,6.25,180.0,85,3.5,1.2,1.6,32.4,32.4,62.2,41.4,9.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collis Jones,1972,1975,4,F,6-7,6.583333333333333,203.0,298,8.1,4.7,1.1,45.4,21.4,70.2,45.5,13.6,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahntay Jones,2004,2017,14,G-F,6-6,6.5,225.0,624,5.4,1.7,0.8,43.9,32.9,75.1,45.9,9.5,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Damian Jones,2017,2022,6,F-C,6-11,6.916666666666667,245.0,199,5.6,3.4,0.8,66.5,30.2,70.2,67.5,15.7,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Damon Jones,1999,2009,11,G,6-3,6.25,185.0,657,6.6,1.6,2.7,40.7,39.0,72.7,53.3,12.4,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeQuan Jones,2013,2013,1,F,6-8,6.666666666666667,221.0,63,3.7,1.7,0.3,43.6,25.7,66.7,45.6,8.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Jones Jr.,2017,2022,6,F,6-5,6.416666666666667,210.0,280,6.5,3.4,0.7,50.9,29.8,69.9,55.9,13.2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominique Jones,2011,2013,3,G,6-4,6.333333333333333,215.0,80,3.1,1.4,1.8,36.6,9.5,72.9,37.0,11.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dontae' Jones,1998,1998,1,F,6-8,6.666666666666667,220.0,15,2.9,0.6,0.3,33.3,26.1,67.6,38.6,3.8,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Jones,2006,2010,5,F-C,6-11,6.916666666666667,250.0,82,1.3,2.3,0.1,50.8,0.0,49.4,50.8,10.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Jones,1974,1983,10,F-C,6-10,6.833333333333333,210.0,766,8.1,5.9,1.2,47.1,50.0,74.0,47.2,13.2,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Jones,1985,1986,2,C,7-0,7.0,210.0,14,0.9,0.7,0.3,38.5,14.2,75.0,38.5,0.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Jones,1995,2008,14,G-F,6-6,6.5,190.0,954,14.8,4.0,2.9,43.7,37.3,80.9,50.5,16.7,100.6,3,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Jones,1981,1986,6,F-C,6-10,6.833333333333333,225.0,363,9.0,4.8,0.9,50.6,26.2,71.0,51.0,15.1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Jones,2003,2009,7,G-F,6-4,6.333333333333333,210.0,430,7.5,2.2,2.3,41.1,35.3,80.9,47.6,11.3,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herbert Jones,2022,2022,1,F,6-8,6.666666666666667,210.0,78,9.5,3.8,2.1,47.6,33.7,84.0,52.5,12.3,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hutch Jones,1983,1984,2,F,6-8,6.666666666666667,190.0,13,3.2,1.3,0.3,42.5,23.4,70.0,42.5,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Jones,1972,1972,1,G,6-3,6.25,180.0,17,4.5,1.5,0.7,38.9,27.9,64.5,44.1,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Jones,2018,2019,2,G,6-7,6.583333333333333,220.0,32,4.8,2.3,0.3,40.0,37.0,67.4,47.7,11.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Jones,2004,2017,14,G-F,6-8,6.666666666666667,218.0,709,5.2,1.8,0.5,40.1,40.1,84.0,53.0,11.3,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Jemerrio Jones,2019,2022,4,F,6-5,6.416666666666667,174.0,8,3.9,6.5,1.6,38.9,20.0,50.0,41.7,12.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Jones,1968,1977,10,G,6-4,6.333333333333333,188.0,686,16.6,4.3,4.5,50.9,25.0,78.5,51.0,17.1,78.8,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Johnny Jones,1968,1969,2,F,6-7,6.583333333333333,205.0,80,5.2,2.9,0.8,35.8,0.0,59.7,35.8,10.5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jumaine Jones,2000,2007,8,F,6-8,6.666666666666667,218.0,471,7.1,4.2,0.9,42.4,34.9,70.4,49.4,12.5,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.C. Jones*,1959,1967,9,G,6-1,6.083333333333333,200.0,676,7.4,3.5,4.3,38.7,27.9,64.7,44.1,10.4,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Kai Jones,2022,2022,1,F-C,6-11,6.916666666666667,218.0,21,1.0,0.5,0.2,64.3,50.0,37.5,67.9,9.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Jones,2013,2013,1,F,6-8,6.666666666666667,251.0,32,3.0,2.4,0.3,40.2,23.4,60.0,40.2,11.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Jones,1965,1974,10,G-F,6-2,6.166666666666667,180.0,551,19.1,4.9,3.7,45.3,27.7,79.3,46.3,18.9,56.4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Jones,1980,1985,6,F,6-9,6.75,225.0,374,4.4,3.5,0.6,49.0,11.1,58.6,49.0,11.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Jones,1984,1984,1,G,6-1,6.083333333333333,175.0,6,1.2,0.3,0.8,50.0,0.0,50.0,50.0,14.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Jones,2005,2005,1,G,6-6,6.5,215.0,10,2.3,1.3,0.6,29.0,0.0,50.0,29.0,4.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Jones,2021,2022,2,G,6-4,6.333333333333333,200.0,36,5.4,1.8,1.3,42.8,35.7,65.8,51.8,12.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Jones,1968,1973,6,G,6-2,6.166666666666667,190.0,198,5.2,1.1,1.3,41.0,0.0,76.2,41.0,10.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozell Jones,1985,1986,2,F-C,6-11,6.916666666666667,235.0,70,3.5,3.4,0.8,58.2,0.0,39.8,58.2,11.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry Jones,2013,2015,3,F,6-11,6.916666666666667,235.0,143,3.4,1.8,0.4,42.0,29.3,66.0,45.9,8.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popeye Jones,1994,2004,11,F,6-8,6.666666666666667,250.0,535,7.0,7.4,1.3,44.7,28.1,75.1,45.0,13.3,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Jones,1970,1977,8,F-C,6-6,6.5,220.0,508,15.6,7.4,2.7,42.0,30.3,76.9,42.9,14.1,24.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Robin Jones,1977,1978,2,F-C,6-9,6.75,225.0,75,4.9,4.1,1.1,47.0,17.7,58.8,48.4,12.8,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Jones*,1958,1969,12,G-F,6-4,6.333333333333333,198.0,871,17.7,4.9,2.5,45.6,28.6,80.3,47.1,18.7,92.3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
Shelton Jones,1989,1989,1,F,6-9,6.75,210.0,51,4.8,2.2,0.8,44.5,0.0,72.5,44.5,10.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Jones,2007,2014,8,F,6-10,6.833333333333333,230.0,281,3.0,2.3,0.4,46.7,11.1,71.7,46.7,10.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jones,1968,1976,9,G-F,6-5,6.416666666666667,205.0,704,15.2,3.5,2.2,44.4,33.8,82.2,45.4,13.8,36.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrence Jones,2013,2019,7,F,6-9,6.75,252.0,234,10.4,5.7,1.0,50.1,29.7,62.1,52.4,17.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Jones,2021,2022,2,G,6-1,6.083333333333333,185.0,106,4.8,1.7,2.6,48.7,23.2,80.0,50.2,14.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyus Jones,2016,2022,7,G,6-0,6.0,196.0,455,6.2,1.8,3.7,43.5,35.2,81.8,49.5,14.6,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
